Params;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_random_state;params;split0_test_score;split1_test_score;split2_test_score;mean_test_score;std_test_score;rank_test_score;split0_train_score;split1_train_score;split2_train_score;mean_train_score;std_train_score
{'random_state': 17};198.99902407328287;1.1013284553487521;93.59656929969788;0.9157037464956528;17;{'random_state': 17};0.12695109261186263;0.12748171368861025;0.12761506276150628;0.12734864300626306;0.0002869737895244262;1;1.0;1.0;1.0;1.0;0.0
{'random_state': 42};197.43059396743774;0.3991060331647128;93.49495808283488;0.135584980661558;42;{'random_state': 42};0.12695109261186263;0.12748171368861025;0.12761506276150628;0.12734864300626306;0.0002869737895244262;1;1.0;1.0;1.0;1.0;0.0
