Params;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_reg_param;param_tol;params;split0_test_score;split1_test_score;split2_test_score;mean_test_score;std_test_score;rank_test_score;split0_train_score;split1_train_score;split2_train_score;mean_train_score;std_train_score
{'reg_param': 0.0, 'tol': 0.01};1.217357873916626;0.026327939330380547;0.2310486634572347;0.0032089617166192216;0.0;0.01;{'reg_param': 0.0, 'tol': 0.01};0.24141519250780438;0.25391849529780564;0.2196652719665272;0.2383437717466945;0.01414142807683574;4;1.0;1.0;1.0;1.0;0.0
{'reg_param': 0.0, 'tol': 0.0001};1.2116920948028564;0.0024344793119247567;0.2315054734547933;0.005053447464474663;0.0;0.0001;{'reg_param': 0.0, 'tol': 0.0001};0.24141519250780438;0.25391849529780564;0.2196652719665272;0.2383437717466945;0.01414142807683574;4;1.0;1.0;1.0;1.0;0.0
{'reg_param': 0.0, 'tol': 1e-06};1.2245348294576008;0.011733465359377835;0.22295101483662924;0.00870969800979488;0.0;1e-06;{'reg_param': 0.0, 'tol': 1e-06};0.24141519250780438;0.25391849529780564;0.2196652719665272;0.2383437717466945;0.01414142807683574;4;1.0;1.0;1.0;1.0;0.0
{'reg_param': 0.5, 'tol': 0.01};1.2075048287709553;0.014446589330037276;0.23537238438924155;0.005923015463046339;0.5;0.01;{'reg_param': 0.5, 'tol': 0.01};0.8397502601456815;0.9414838035527691;0.9361924686192469;0.9057063326374392;0.046797370760376836;1;0.9900679560899112;0.9979134063641106;0.9906152241918665;0.9928655288819628;0.0035763739457664837
{'reg_param': 0.5, 'tol': 0.0001};1.2201980749766033;0.014525794556745892;0.22232341766357422;0.007842567348649632;0.5;0.0001;{'reg_param': 0.5, 'tol': 0.0001};0.8397502601456815;0.9414838035527691;0.9361924686192469;0.9057063326374392;0.046797370760376836;1;0.9900679560899112;0.9979134063641106;0.9906152241918665;0.9928655288819628;0.0035763739457664837
{'reg_param': 0.5, 'tol': 1e-06};1.208034912745158;0.018522752805222628;0.23302054405212402;0.01177271504415589;0.5;1e-06;{'reg_param': 0.5, 'tol': 1e-06};0.8397502601456815;0.9414838035527691;0.9361924686192469;0.9057063326374392;0.046797370760376836;1;0.9900679560899112;0.9979134063641106;0.9906152241918665;0.9928655288819628;0.0035763739457664837
