Params;mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;mean_test_score;std_test_score;rank_test_score;split0_train_score;split1_train_score;split2_train_score;mean_train_score;std_train_score
{};0.14628108342488608;0.002043257185576484;0.6400338808695475;0.006103457042459308;{};0.659729448491155;0.8056426332288401;0.797071129707113;0.7540013917884482;0.06690837895212924;1;0.9905906952430737;0.9561815336463224;0.9619395203336809;0.969570583074359;0.015048198992170924
