Params;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_random_state;params;split0_test_score;split1_test_score;split2_test_score;mean_test_score;std_test_score;rank_test_score;split0_train_score;split1_train_score;split2_train_score;mean_train_score;std_train_score
{'random_state': 17};0.26267560323079425;0.12828310945894494;0.08032385508219402;0.018586647903651346;17;{'random_state': 17};0.10714285714285714;0.12;0.08333333333333333;0.1038961038961039;0.014826444839431784;1;1.0;1.0;1.0;1.0;0.0
{'random_state': 42};0.15507920583089194;0.019042561835629256;0.0695183277130127;0.00023619256355326057;42;{'random_state': 42};0.10714285714285714;0.12;0.08333333333333333;0.1038961038961039;0.014826444839431784;1;1.0;1.0;1.0;1.0;0.0
