Params;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_random_state;params;split0_test_score;split1_test_score;split2_test_score;mean_test_score;std_test_score;rank_test_score;split0_train_score;split1_train_score;split2_train_score;mean_train_score;std_train_score
{'random_state': 17};0.5404136975606283;0.037256438414255424;0.2600289185841878;0.02682245382297887;17;{'random_state': 17};0.11538461538461539;0.12;0.10416666666666667;0.11333333333333333;0.006569809218112283;1;1.0;1.0;1.0;1.0;0.0
{'random_state': 42};0.5184547106424967;0.054199694010962196;0.25449101130167645;0.020367954821710308;42;{'random_state': 42};0.11538461538461539;0.12;0.10416666666666667;0.11333333333333333;0.006569809218112283;1;1.0;1.0;1.0;1.0;0.0
