Params;mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;mean_test_score;std_test_score;rank_test_score;split0_train_score;split1_train_score;split2_train_score;mean_train_score;std_train_score
{};0.007027467091878255;1.191986926984957e-05;0.023386001586914062;0.001877894984773874;{};0.8076923076923077;0.68;0.8125;0.7666666666666667;0.06131396015102684;1;1.0;1.0;1.0;1.0;0.0
