Params;mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;mean_test_score;std_test_score;rank_test_score;split0_train_score;split1_train_score;split2_train_score;mean_train_score;std_train_score
{};0.2240916887919108;0.008623532618333556;0.38886841138203937;0.2954379298996869;{};0.9766162310866575;0.940771349862259;0.8140495867768595;0.9105094079853143;0.06973692244659316;1;0.9944903581267218;0.9889883000688231;0.9958706125258087;0.9931164235737846;0.002972914205030804
