Params;mean_fit_time;std_fit_time;mean_score_time;std_score_time;params;split0_test_score;split1_test_score;split2_test_score;mean_test_score;std_test_score;rank_test_score;split0_train_score;split1_train_score;split2_train_score;mean_train_score;std_train_score
{};0.09475549062093098;0.0033505228310317875;0.47166983286539715;0.015034862513636692;{};0.8428835489833642;0.7985074626865671;0.7873134328358209;0.8096714197148172;0.024030963641390433;1;0.9617537313432836;0.9656453110492108;0.9749303621169917;0.9674431348364952;0.0055275086259093
